,userName,isEdited,title,rating,review,date,developerResponse
1116,Ranj Khanda,False,Terrible app,1,"Awful app, never works and means you miss out on points. Go with Shell",2020-06-23 18:50:12,
1117,Branchman9,False,Doesn’t Work,1,The app just won’t work. It fails to load and exits.  Back to the physical card!,2020-06-24 22:11:37,
1118,Cathieswan,False,Useless - use Applepay or Contactless in the shop instead!,1,"Selected station and pump number, then £10 fuel option. Petrol filled up then stopped at £9. Couldn’t add any extra to take me to £10 which I’d been charged for. Then went into the shop to query what had happened, they then said I needed to pay for my fuel bill of £9!!! Argh!! What is the point of using an app if it charges you for a fuel value the pump won’t allow you to take and the shop have no visibility of the payment. The shop didn’t even know the app did this!! I’d like my £1 back for the fuel I’ve been charged for, that I wasn’t allowed to fill up to the full value for.",2020-06-25 20:56:10,
1119,OlieB,False,Rarely works,2,"To begin with it was quite good. The. It stopped working, bank declined the transaction at the garage less than a mile from my home! The garage 55 miles from my home it worked fine! App then stopped working all together then started working again but again bank declined the transaction. In a time (June 2020) when reduced social contact is advised an app that allows contactless payment and fuel fill up would be really useful - if it worked!",2020-06-27 13:33:57,
1120,leeharveyosmond,False,Deleted.,1,"I installed this app in the clearly mistaken belief that it would allow me to pay for fuel.
Having struggled to even sign up, to have fought against password rules, to have had to deduce which three appa I have to use to make password reset work ... I now have an app
for a rewards programme I have no intention of joining, but apparently not a means of paying for fuel.
Nope.",2020-06-27 23:32:24,
1121,hxysbdk,False,Rewards,1,"I have collected points on 3 visits at the start of signing up, But that was it, the next 3 times I have lost over £170 worth of points as they didn’t load onto my card!!",2020-07-01 19:55:22,"{'id': 16585597, 'body': ""Hi there, we are sorry to hear this. If you contact our BPme UK team at BPmeUK@bp.com or on 0800402402 they'll be able to help you further. Many thanks, ^EP"", 'modified': '2020-07-13T08:36:53Z'}"
1122,Timtgelee,False,Completely pointless,1,Over complicated and very very little back in return. Not worth the hassle,2020-07-01 21:24:34,
1123,John X P,False,Simple to use (UK user),4,"Have been using App to keep note of points awards, but chose today to use to pay, you need to read up on the process first but it is vey simple, having linked credit card  (before using) you select petrol station once to arrive (and you can tell App this is your preferred location) and then which pump and after that whether you intend filling up or just a set amount, I chose fill up and as some have criticised it does initially put £100 onto your card as pending transaction, but seems only downside, overall very simple to use and saves time plus concerns you might have (during Covid pandemic) of having to go into shop to pay with card",2020-07-02 10:06:14,
1124,hanson win,False,Useless,4,"I always buy fuels for my car from bp for about a year.
I always use bp app for points 
After I got some point worth for  a few pounds ,I start try to use those money from my BPme  app. But it is always decline and I can’t use it, even I can see the amount of my points money on the app. After I tried for 2-3 times. I broke the BP card and threw in to the bin and I will delete this app from my phone after this comment. Why should I keep it for useless app and wasting time to scan when I buy the fuel.
 Not because of a few money , I feel unhappy because I felt I have being cheated.",2020-07-03 09:36:49,
1125,JuriJuriJuriJuri,False,NO Rewards at all,1,BP is absolute rubbish. Overpriced fuel without any benefit. When they have kicked out nectar that was the worst decision ever. BP Reward is a joke it started very well but sorry after few months absolutely nothing you will get nothing with this reward system. BP promised it will be great but is great rubbish. Pay over App another joke is declined all the time and there is nothing wrong with my bank I have checked every time when I have used BP station and BP IT is blaming bank 😂🤣 another good joke. Well useless APP and Reward system is joke!!! Time to move to Esso back to nectar sorry BP but well disappointed with app and specially with your joke reward system. Bey bey 👎,2020-07-04 19:02:07,
1126,GWR99,False,The Worst App,1,I cannot get this to work at all.   Every time I try to log in it says “Sorry Something Went Wrong”.   I guess BP doesn’t want my custom - petrol is always a couple of pence more a litre than Esso or Shell anyway.,2020-07-06 20:31:50,"{'id': 16538557, 'body': ""Hi there, sorry you're having trouble with the app. Please drop our team a line at 0800402402 or at bpmeuk@bp.com and they will help you with this. Many thanks and take care ^EP"", 'modified': '2020-07-10T15:37:42Z'}"
1127,SkyBlueBob,False,Cannot use the app to pay,3,Registration was very easy and off I went to fill up. Registered 3 different cards with 2 different banks but none were useable at the BPme Wantage Petrol Station local to me. Phoned the banks who said there should be no problem. Phoned BPme who are investigating why I can’t use the BPme app. I’m really keen to use the app as I’m Covid Extremely Vulnerable and I’m trying to avoid going in any petrol station shops to pay. Waiting to hear the outcome of bpme’s investigation.,2020-07-08 11:10:44,
1128,CakeDesigns,False,Rubbish,1,"Put my card details in, selected the petrol station then wouldn’t let me select the pump number or pay. Rubbish. Had to go into the shop which I wanted to avoid.",2020-07-10 10:49:35,
1129,Wul.T,False,BP garage Clydebank,5,"The BP Garage in Clydebank , has the most friendly staff ,they are always willing  to help ,and the forecourt and shop is always clean .",2020-07-11 10:51:31,"{'id': 16585009, 'body': ""Thank you for the lovely feedback! We'll be sure to pass this onto the team on site, many thanks, ^EP"", 'modified': '2020-07-13T08:27:18Z'}"
1130,Mcyiide2,False,Complete waste of time,1,"Worked well then logged me out and has never been able to log in again. Just says something is wrong. Tried to set up new password which goes through then says something is wrong. After a while I have discovered what is wrong.... me wasting my time with this stupid app, so I deleted it and focused on filling up at shell... something is now right for me at least.",2020-07-12 07:23:10,
1131,W-Chris,False,£100 pending for every failed attempt.,2,"I have used this app twice. The first time worked perfectly with the app recording the payment and an email sent recording the payment. The second time I used it, it all worked right up to the point when I confirmed the payment, when the app announced there had been an error and suggested I try again. This I did with the same result. On checking my credit card account I now see 2 pending transactions of £100 each! Clearly if the app failed it should have deleted the pending amounts.",2020-07-12 17:27:02,
1132,Supa_G225,False,Mr Egwilliams,2,Hi my app keeps logging out.,2020-07-13 09:10:04,
1133,O2B Free,False,Used to love this App,1,"When it worked, filling the petrol tank was a smooth transaction. A smug smile would cross my lips as I slid back into the drivers seat, watching the others traipse to the payment till in the driving rain.  Then my bank’s (Lloyd’s) online security gets upgraded and the app stops working. I the transaction fails and I get a “was this you?” Text from the bank, which tells me to try again 10 minutes later. Now I am a rain sodden, un-smugged punter, who now fills up at the cheapest (none BP) petrol station.",2020-07-15 04:53:40,
1134,Dack77,False,Not a bad app but improvements needed,3,App been working fine but last couple of uses it keeps coming up on phone saying contact customer services at the counter as there’s been a problem with the purchase. When I’ve gone into station there’s nothing wrong and still get email confirmation of payment so there’s a glitch in the app some where!,2020-07-15 20:01:29,
1135,The iPhone dude,False,Doesn’t work & untrained station staff,1,"Due to pandemic I thought it’d be safer to pay for fuel without going inside shop. Tried it in two stations today and it failed in both stations. 

First station I tried it displayed (no pumps available) although I’m parked next to one. So I called the station and they said they are aware of the fault but they haven’t reported it yet ! 

So I drove of to a second station I googled a few miles away, waited nearly 5mins for the app to unlock the pump and by the time I was done refuelling it displayed an error message saying something went wrong please pay inside the station! So I called the station while parked outside and requested to pay for the fuel by phone because the app failed, I was told I can’t do that and I need to come in to pay! I said if I wanted to come in why would I be using the app ?

In the end, I had to walk in and pay so don’t bother",2020-07-16 11:35:13,
1136,JMcWorthing,False,Missing an essential feature,3,"The old BP app used to have a feature whereby you could identify BP stations with an M&S food outlet – that was really useful, and it seems it is no longer available. Please restore this as soon as possible!",2020-07-18 09:49:44,
1137,Clitheroekid,False,"Was good, now useless",1,"I’ve been using this app for a couple of years, and it’s been good, but today it refused to recognise the linked card and insisted I had to add a new card, though the existing one has several months to run. But when I tried to add a new one the stupid app refused to recognise it, so after wasting several minutes trying to make it work I then had to join the payment queue and waste several more. Very disappointing. And I used to use BP for Nectar points, but they don’t give them now, so I’m changing to Shell, who do give incentives.",2020-07-22 10:15:30,
1138,Steve Rude,False,Would be an excellent app if it works,2,"Unfortunately never works, for the moment I just use to scan the loyalty card and hoping that someone someday will fix this nice app.",2020-07-23 20:40:33,
1139,SJ Hill,False,Very very unreliable,1,"I’ve tried to use this app probably 10 times and it’s not worked on half of them. “We are experiencing technical issues please go in and pay” often the issue, also has randomly lost card details. Not worth the hassle at all.",2020-07-25 15:43:51,
1140,clarejamesevie,False,Useless,1,Used to work. They updated it and you end up in a loop trying to log in and then it says you’re not near a station. Don’t bother it’s quicker to go in and pay.,2020-07-25 17:23:56,
1141,Stroksey,False,Very glitchy,1,"Used to work fine. Now never able to use it. Either it thinks I have no payment method stored, or it can’t a station (even if you’re on the forecourt) or it just won’t unlock the pump.
I used to think this app was brilliant, the perfect way to not worry about getting little children out and across busy forecourts. Now it’s an unreliable piece of junk clogging up my phone’s memory.
Please fix it BP.",2020-07-25 18:02:07,
1142,Snotsicle,False,Don’t bother!,1,"As many others have said, this app simply doesn’t work the majority of the time. Every part of the registration process either fails or times-out the first several times you try it, likewise when you attempt to add a payment method.
The Shell and Esso apps work flawlessly, seem much better designed and even support Apple Pay.
May try again in a few months, but until then I’ll be purchasing my petrol from the two companies with functional payment apps.",2020-07-26 08:50:30,
1143,alexjfisher,False,Really buggy and unreliable,1,"Takes ages to login, then you randomly get kicked out or told you have no payment cards setup etc.",2020-07-26 10:53:53,
1144,Cbabyboo,False,Started out so well..,1,Initially really great app and I thought the obvious way to pay during social distancing but no. App wouldn’t load today then didn’t recognise login. Had to give up and pay in store while I was queuing I got app to open but it could r find the station - I couldn’t collect reward points as app frozen on blank screen by time I reached till. I’ve just spent an hour at home relaunching the app but it continually freezes. Not worth the agro - will look for an alternative.,2020-07-26 14:05:15,
1145,academic101,False,Won’t accept card,1,"Tried to use this app but it was woefully slow to locate the petrol station (iPhone 8, strong 4G signal) and then wouldn’t accept my debit card details. Deleted",2020-07-26 14:39:21,
1146,Billy Bunch,False,Not working anymore,1,Used to work fine but now constantly asking me to log in and always says there is no petrol station nearby when I am actually at the pump forcing me to pick it from a list. Same problem with my wife’s phone even after reinstalling. Just not worth the effort anymore.,2020-07-26 16:01:39,
1147,ghjffbfdjkufsfbvffvx,False,Terribly optimised garbage,1,"This app is frustratingly difficult to use. 

It’ll log me out seemingly at random, while I’m using the app. 
It’ll regularly crash and refuse to load the selected page, becoming unresponsive. 
It won’t even let me add my card as a payment method, crashes on the end screen every single time...

Because of these issues I can’t even register my card for BPme rewards, negating the entire point of this app. 
Waste of time.",2020-07-26 17:07:07,
1148,Bexx1007,False,Doesn’t seem to work,1,Have downloaded the app. Had a nightmare trying to login (attempted about 7 times and have up). Tried again a day later and it logged me in automatically but can’t register me for any BP rewards. Then logged me out on my next attempt and is now static standing on a blank white loading page. Really disappointing as I am a regular BP customer.,2020-07-27 08:15:18,
1149,Cayuse_Driver,False,Stephen Halliwell,5,"Quite often the app will say I’m not at a BO station or just won’t start. 
Great idea but needs work",2020-07-27 08:33:30,
1150,hans_photo,False,Useless app,1,App keeps saying “error try again later” when I try and put payment details on! Went to use at a BP petrol station and despite connecting to their free Wi-fi the app told me I wasn’t connected to the internet! Not great!!,2020-07-27 09:15:15,
1151,Dannyteeb,False,So reliably unreliable,1,"Has worked properly about once but most of the time either says they can't identify a pump, that I have no registered payment card or the payment card has mysteriously disappeared from the app. A company with annual profits of $10 billion+ should probably do a lot better than this. Especially as the the equivalent Shell app has worked flawlessly. Also why no Apple Pay integration?",2020-07-27 10:17:16,
1152,Plastic penguin,False,Appalling app. Slow and unresponsive,1,"Will not recognise fuel stations
When it does there is a significant delay in unlocking pump and authorising payment 
Messages will appear to say there have been payment problems even if payment has gone through
Is not robust enough to rely on
Is not quick enough to be considered as easier than the traditional method of filling up and going inside to pay.",2020-07-27 10:42:53,
1153,Lemagee,False,USELESS - DON’T WASTE YOUR TIME!,1,"Seems like I’m just another of the countless numbers before me that find this app totally useless and unusable.

Struggled my way through creating an account due to the app glitching. 

Now, even after creating an account for the app, it won’t let me join the BPme rewards scheme despite receiving an email advising that I’ve successfully registered!

App is a total waste of time, so looks like I’ll be driving to my closest SHELL garage to fill up, as their app works really well!",2020-07-27 11:23:21,
1154,HRHGregoryPecker,False,"Started off well, now crashes and loses data all the time",1,"The app was brilliant to begin with and worked well, now is riddled with faults. Logs out all the time, crashes, doesn’t remember your payment methods or can’t find the station you’re sitting in. Hopefully can be fixed",2020-07-27 17:51:50,
1155,RJH027,False,Useless,1,"App frequently requires fresh login with email and password, which is hardly great when you’re in a kiosk waiting to pay. Why not use fingerprint? Today I was in a BP station and the app said there was no BP location near me. Finally, the garage can’t scan the bar code on the app. Totally useless.",2020-07-27 17:58:56,
1156,b3sty,False,This app lost you a loyal customer,2,"So every time I use this app it requires me to log in by entering my username an password which is incredibly annoying. Why doesn’t the app remember me or use face recognition??  The last 5 times I’ve used it the app didn’t work, even when connected to the BP free WiFi, so throughout the last few weeks when we’re supposed to be social distancing I’ve had to pay at the till every time I’ve used this app at BP.  I now always fill up at Shell as their app works seamlessly.",2020-07-28 22:25:58,
1157,sallyb_22386,False,Not working,1,I thought this would be a great app to get whilst getting fuel with the baby in the car saves us having to get out etc. It never works so end up going into pay like I used to. Asked the worker in there and she said it never seems to work. I will be using another petrol station with a pay at pump facility in the future.,2020-07-31 17:28:05,
1158,sumpple user,False,Blocked from rewards,1,"Using app to get fuel but when I try to join rewards it says my account is blocked and to ring support, support was as much use as a chocolate fire guard!",2020-07-31 21:09:30,
1159,Jockularz,False,Efficient App,5,Would be nice to see support for pre-setting the £ amount in advance of going to the station and for the BP rewards card to be added to Apple Wallet (as the Shell App does.. ;-)),2020-08-01 11:29:58,
1160,stev.p.o,False,AWFUL!!!,1,"Couldn’t register on line - Blocked me before I even joined! 3 phone calls to Customer Service; “ sorry system down” “best grab a physical card, we have troubles with app” inexperienced non-english as a first language didn’t have a clue. Finally “systems down!”
SHELL was dead easy, this is painful!",2020-08-01 12:39:25,
1161,JezVanderBrown,False,Don’t bother - constantly declining payment,1,Every single time with the last 2 months (6 times) I’ve tried to pay using this app and it keep getting declined! EVERY TIME! Prior to May 2020 I never had any problems and my bank has confirmed there is no block on my account! It’s so infuriating,2020-08-01 16:57:12,
1162,Swim boi,False,None operational,1,"The App has not work in several months, the fuel stations managers recognise this too
This should be deleted from the App Store",2020-08-03 21:30:35,
1163,Bluefox2016,False,Rarely works,1,I’d say 50% of the time this app doesn’t connect. The lady serving at the BP near me said much the same thing when I had to go inside to pay. Now there’s an update that doesn’t update! I am assuming BP have asked their staff to review the app hence the higher than average reviews.,2020-08-03 21:48:57,
1164,TXB1,False,Brilliant BP,5,Fantastic APP. Helps safety as well,2020-08-04 10:39:20,
1165,ccaasjf,False,Avoid if you want to fill outup quickly,1,"I can't understand why this app gets such good reviews, 4 times I have tried to use this at a station, pre loaded the app with userid and password with payment details, it either doesnt remember my login or when it does forget my payment details, operationally flawed adding them then takes an eternity to login by which time you have a queue behind you of screaming bad tempered customers. Also it's too slow, so by encouraging the use it is lowering the operational throughout of the station through delaying the throughput.",2020-08-04 20:07:21,
1166,DanBam808,False,Don’t bother. Doesn’t work,1,"Just downloaded the app after receiving an email from BP telling me to do so. However, every time I log in it asks me to accept the privacy and t&c’s updates (which I do), it takes me to the homepage and then instantly back to the page that asks me to accept the updates. It’s a loop that means I can’t actually use the app.",2020-08-05 04:57:42,
1167,Chris_Sleight,False,Stopped working,1,"Can’t currently open the app. When I open it on my iPhone  I am directed in the opening screen to download an update (with no option not to/proceed to the app). Then I’m taken to the AppStore, where there is no update available. So what you have here is an opening screen and an inescapable Koop of bugs. Sort it out eh?",2020-08-05 20:21:41,
1168,Somethingofadreamer,False,"A good idea, but...",3,"...could be better! The first time I tried to use it, the app froze. The second time, I realised it didn’t support Apple Pay and I didn’t have my physical card on me. Both times I had to go in to pay for my fuel which is exactly what I was trying to avoid! The freezing issue seems to have been fixed with an update and I have registered my card now but support for Apple Pay would be a welcome addition!",2020-08-06 14:02:54,
1169,SilviR84,False,Best service - especially during COVID!,5,I now never go to another petrol station now. I love that it’s all contact less and risk free!,2020-08-07 17:11:54,
1170,RhyanMcC,False,Dreadful App,1,"This is easily the worst app that I have ever used. 
Concept is great but terrible in practice. 
I have lost track of how many times my bank have frozen my account thinking the app was fraudulent. 
Bank blames BP, BP blames the bank. 
The BP in store staff simply shrug their shoulders and claim they don’t have a clue.
So frustrating. 
Problems only began when the app was updated whenever it switched from Nectar points to BPMe points. 
Final straw is that I now can’t even add any card to my account.",2020-08-08 13:28:38,
1171,Teamplatinum,False,Disappointing.,1,"Every time I need to just drive up to a station and refuel - this useless App either has logged out, lost my payment card or throws the error “something is wrong, please pay in store”!

Supposed to be convenient right? Well all the other people paying the normal way have paid and long gone while I’m constantly sitting here like a muppet trying to get this useless app to work!!!",2020-08-09 15:35:01,
1172,Ashraf_Leics,False,Pretty straight forward,5,Good thing BPme has been introduced. Means we can pay for fuel without needing to go inside the shop. Helpful in slowing the virus in the current pandemic,2020-08-10 19:08:53,
1173,Ekky1,False,Convenient,5,"Very convenient, saves time sometimes though, the app loses your card details and you have to start all over again, but not too often, great app I love it,more stations need to be involved.",2020-08-12 01:54:50,
1174,Iron X Hammer 66,False,Safe and quick,5,A great app which not only saves me time but is COVID friendly.,2020-08-12 06:10:18,
1175,Bo!jangles,False,Brilliant app,5,Used yesterday for the first as filled up before lock down and have only just needed more fuel. Thought I'd give this app a go so didn't have to go near anyone and it worked flawlessly. Will definitely use again.,2020-08-14 15:29:54,
1176,Corradomann,False,Never works when needed!,4,Decided to switch to BP as all my local Shell garages have shut (almost) and have a BP one 100yrds from my place of work but the app has only worked 3 times out of 7 or 8 fill ups! Twice it required an update (that wouldn’t work until my phone was home and on WiFi ( even though I have 10gig left) and the other times the card would not open only allowing “pay at pump” and location services. So out of a possible £500 of fuel bought I’ve only got points for around £150! Very frustrating,2020-08-15 04:36:54,
1177,car501,False,Suzanne,1,"Great idea but app doesn’t work.

Sat in car trying to get it to work and didn’t want to go into garage as shielding.

Told to try in 10 mins, still didn’t work.

Managed to use it once - brilliant idea shame no longer operational",2020-08-15 06:45:17,
1178,zxcvbnkhgfuufdtjbb,False,Poor,1,"When it works it’s great, sadly the last few months it works on rare occasions, hasn’t worked for me for over a week now, deleted it, reinstalled it, rebooted the phone still getting the “we are having technical issues”",2020-08-17 07:33:00,
1179,RichB3456,False,Terrible Set Up Might Never Use,1,"By the time I’d finished the long winded set up including some multiple emailed verification codes the app blocked my, nil balance, rewards account (to protect me apparently). It did not seem to like that I didn’t already have a loyalty card. Only plus side was it made me try The Shell App which was easy to install and that uses Apple Pay.

Have now called BP to sort out the blocked account. Spoke to someone who said I needed the ‘specialist App team’ but having waited ages on hold for them they have just cut me off before getting round to answering. Might be able to use the pay service without the rewards ever being unblocked but unless I have no other choice I’ll be using a competitor.",2020-08-18 09:04:39,
1180,Asgadgadhadgadg,False,Customer service,5,"My personal option waiting two months for a query transaction on my card which is temporarily blocked due to fraud ??? ( garage took point assumably in error ) 
This has pointed
Me in the direction of another loyalty scheme at different garage least I actually
Get my club card points for my loyalty",2020-08-19 15:37:40,
1181,cheapskate77,False,Good,4,I like this app. Any chance of a CarPlay App to go with it?,2020-08-21 10:14:32,
1182,Skinnymoo5,False,Please read before using!,1,"In the days of covid, I decided that paying for fuel via an app would be beneficial. Registered all my details... pump registered... select amount (fortunately I had the sense to adjust ‘full tank’ to £50!!!)... payment authorised... then ‘sorry, something went wrong, please try again’ so I do try again. Same message. At this point, I decided it wasn’t worth the trouble so fortunately didn’t try again. I fill up and go into the filling station and pay. Three days later and 2 x £50 has been taken from my bank account plus the amount I paid in the station. I’ve contacted BP and received no reply so having to go through the banks to claim the money back. Please don’t use this app - it really shouldn’t be allowed on the market.",2020-08-23 08:51:51,
1183,BenSn8,False,Didn’t work when I needed it,1,"Downloaded and registered to ensure contactless filling, but once I arrived at the station (Silvertown) it had “technical issues” and wouldn’t work, so ended up having to go into the shop anyway. Would have used a different brand station if I’d known that the app didn’t work.",2020-08-23 10:35:12,
1184,The Revrand,False,Good when it works,1,Exceptionally unreliable. My last four attempts at using (at three different locations) have resulted in funds being blocked on my card but the transaction cancelling.,2020-08-24 14:50:15,
1185,xStevex1969,False,Unreliable app,1,"This app is seriously not reliable. The majority of times I’ve tried to use it have been unsuccessful. It either doesn’t recognise my payment card details, can’t locate BP forecourts or it simply hangs or freezes. 
DO NOT rely on this as a sole means of paying for fuel...you could be stranded. That’s actually dangerous!",2020-08-25 19:38:15,
1186,Kipnic,False,Add camera option,5,"Add to manually upload points via phone camera, using till receipt bar code. Had a few occasions when my points have not been added whilst paying in store.",2020-08-27 08:19:47,
1187,Jon valid ha ha,False,Can’t put the BP card in my Apple wallet,1,"Got the app so I could get the BP card in my Apple wallet but the app isn’t coming up as supported in my wallet. Absolutely no point in keeping the app for me, may as well just photo the card instead",2020-08-27 21:17:19,
1188,NALA SIVAD,False,No locator,1,Dreadful App.   BP SHOULD BE ASHAMED,2020-08-28 13:32:33,
1189,Disappointed131324,False,Doesnt work with TSB,1,Very hit and miss with my TSB bank account works very occasionally but have now given up,2020-08-29 09:02:47,
1190,doggett94,False,Won’t let me log in,1,"Using iOS the app won’t let me log in to use my car at the till when paying for fuel, my partner uses my card and I use the app, if I log in using Safari it works fine but app won’t work",2020-08-29 15:02:20,
1191,Sussex mark,False,Completely pointless,1,"I have had this app for a while, I have yet to use it successfully despite trying at every BP station I have visited, it always says “ we are experiencing technical issues pay in shop” I have an iPhone 11, in these times I would rather pay from my car but this app is pointless.",2020-08-29 18:00:25,
1192,Orangepeel27,False,works sometimes,1,"just fuelled using the app, ended going in the store to confirm payment",2020-08-30 10:34:19,
1193,Charliefarlie 33,True,Rubbish,1,Am sick of driving specially to a bp garage for fuel only to find this won’t work/ having technical issues.  Pathetic BP - can do better !,2020-09-01 18:24:05,"{'id': 16585132, 'body': ""Hi Charlie, we are sorry you are having trouble logging into our app. If you contact our BPme UK Customer Service team at BPmeUK@bp.com they'll be able to help you further. Many thanks, ^EP"", 'modified': '2020-07-13T08:29:32Z'}"
1194,smp193,False,Useless unless either full signal or opened before entering station,2,"Anything other than full strength signal and the app won’t load any data, including your barcode which means you’re either having to leave the building to try and get signal or just accepting that you won’t be able to scan the card. Having the option to add the barcode to wallet would be a massive help and benefit.",2020-09-02 17:16:01,
1195,Bilal Noshahi,False,VERY FAULTY,3,I’m trying to make a payment via the app yet it doesn’t allow me to do so. This has been happening for a while now. Please sort this out ASAP. Thank you,2020-09-03 00:21:46,
1196,Sully SUP,False,Dodgy App,1,"Does not always work, Esso App much better!",2020-09-04 12:07:00,
1197,Scofit,True,Apple Pay?,1,"The year is 2020, Apple Pay integration should be there out of the gate!  What a pointless app!  Shell know what they are doing BP not so!",2020-09-08 08:56:18,"{'id': 5973384, 'body': ""We're working to add more ways to pay, so will hopefully offer more options in the future. Thanks ^AW"", 'modified': '2018-11-16T10:49:25Z'}"
1198,Stuart DJ,False,Apple Wallet Support,2,"With this latest update, you seem determined to keep the loyalty card ‘in app’ rather than where it would be most convenient, in Apple Wallet. Even Shell do that now; why don’t you join them?",2020-09-08 09:13:17,
1199,danray100,False,Allow reward card to show in Apple Wallet!,3,Poor signal in some areas means the app won’t load up or sign-in in time for when you’re at the till. If the rewards card was available in Apple wallet then this would solve the issue of not needing to even open it. Other fuel stations have done it....so you need to too. Thanks.,2020-09-08 09:34:07,
1200,@Colin__Walker,False,No Support,1,For 3 weeks I’ve been contacting support as I’m unable to add a payment card to my app/account. The major feature of this app is to pay at pump and it simply doesn’t work for me and no one in support at BP seems to want to help.,2020-09-08 18:41:30,
1201,Brian310770,True,Declined again!,1,"You’d think at this present state of affairs that BP would have this app sorted by now. 
Constant declined transactions have forced me to go into a shop enclosed space which I do not want to enter At
Present. 
Using a different company from now on Esso have an app that actually works!

Update: 10/9/20
No update as nothing’s changed. Totally useless and unhelpful. Had customer services look at my issue twice and don’t seem to have any idea or clue of why. 
Brand leader in fuel. 
Last in app technology.",2020-09-10 08:57:56,"{'id': 16585700, 'body': ""Hi Brian, sorry you're having trouble with the app. Please drop our team a line at 0800402402 or at bpmeuk@bp.com and they will help you with this. Many thanks, ^EP"", 'modified': '2020-07-13T08:38:20Z'}"
1202,review IT.,False,Endless hold loop,1,This app seems to send me to an endless hold loop of accepting terms and conditions.,2020-09-15 15:20:18,
1203,MpJ1066,False,Doesn’t work,1,"Downloaded this app as it sounded good, pulled up at my local BP station and all it says is that I’m not near a BP station!!! So I deleted it and reinstalled it and stood next to the Petrol pump and you guessed it it said I wasn’t near a BP station???? It doesn’t help to keep people safe and not have to go into the shop to pay, it does the opposite and you have to go in as the only reason you’re there is because you need to fill up!!! VERY frustrating!!!",2020-09-18 14:58:08,
1204,eardun,False,Great app,5,"App is great. Works perfectly. As a result, I haven’t needed to mask up and go inside to pay for fuel since COVID started.",2020-09-19 21:20:01,
1205,Mrs_Egg,False,Stuck in a loop trying to reset password,1,"When trying to reset password I have been stuck in a loop- when you send me the auth code to my email after password reset I cannot get back to the screen to enter the code. Tried three times, can’t do it, deleting app now.",2020-09-21 11:51:48,
1206,Janey Reeta,False,Never actually works,1,"This worked once, when I installed it. Ever since then it is unable to either locate the station or the pump number. Total waste of time.",2020-09-22 08:13:30,
1207,fichtion,False,Siiiick,5,so easy,2020-09-23 08:40:36,
1208,Zsepi,False,"Great, easy to use",5,"I have digitalised my loyalty cards recently which required me to download a lots of apps. Comparing this to the others, it was straight forward, everything has worked at first, It is easy to use, fuel card can be attached too and also loyalty cards can be added easily.",2020-09-23 11:25:07,
1209,lmo48,False,Doesn’t work!,1,Every time I try to use this app it tells me it has “technical issues” and I have to go into the shop to pay which given the COVID situation is something I try to avoid. Struggle to see the point in the app if it doesn’t work.,2020-09-23 19:34:51,
1210,Kegs1976,False,Don’t waste your time,1,App didn’t not work and also caused my bank card to be blocked for suspicious activity when trying to use this app,2020-09-25 17:25:05,
1211,Recenziometr,False,No internet no access to reward card,1,Unfortunately this app is useless without internet connection. I forgot my physical reward card which I wanted to scan for points so I wanted to try this digital version in the app but because was very bad mobile connection I couldn't get access to it and only wasted my time and also I upset people waiting in the queue behind me...,2020-09-26 05:24:59,
1212,Not_a_sausage,False,No Apple Pay?,3,"The functionality of the app has improved greatly (when I first started using it, more often than not it didn’t work at the pump and I ended up having to go into the station to pay.... defeating the object) but still no Apple Pay option, and still the insistence on placing a reserve of £100 on my card if I want to fill the tank? All your competitors’ apps (Shell, Esso, etc.) don’t do this; they charge for exactly the amount pumped, and they offer Apple Pay as a payment option.
Please get with the programme, BP.",2020-09-29 17:14:03,
1213,Marrick55,False,Not working,1,The app has been great but it seems to have stopped working when you try and select pump number????,2020-10-02 10:08:24,
1214,Hj911,False,Pile of crap,1,We are in a pandemic the app always has technical issues so I have to queue up and pay.,2020-10-03 17:52:21,
1215,Peter. RS,False,Ease of use.,5,Very straightforward to use and in these troubled times means one less contact I have to make. Well done BP for an App that does exactly what it says. Thanks.,2020-10-03 21:47:19,
1216,Sprocmack,True,Urgent - REFUSES TO UPDATE EXPIRING CARD,1,"Have tried many times to update my card which expires at the end of the month with its replacement. I’ve tried at home on Wi-Fi and on mobile broadband. It always says there’s an error and will not update. 

Please fix this before the end of October.",2020-10-06 15:47:36,"{'id': 8752966, 'body': ""Hi there. We're ending our Nectar partnership on the 31st May, so that may be why. Don't worry though, we've got an exciting new reward scheme coming that we think you'll really like, so keep an eye out. Thanks ^AW"", 'modified': '2019-05-20T09:22:55Z'}"
1217,Olive_45,False,BPme,3,"Excellent idea, very useful. But... always has glitches, still have to go in store to make payment as app keeps having ‘technical problems’",2020-10-06 21:18:25,
1218,Wales 567,False,A real pain,1,I need to change my e-mail address. But it seams you can’t change it. Even if you move house for instance and change internet accounts. So I have to start a new card. Very convenient with everything else I have to change or sort out.,2020-10-09 13:12:34,
1219,omgletmepickanicknameffs,False,Total pain to use,1,"You can’t just pump your fuel and then pay with the app. You have to pre-register, then use the app to ‘unlock’ the pump before you pump the fuel. Total user unfriendly rubbish.",2020-10-11 11:32:30,
1220,earlsbarton,False,Excellent staff,5,Always use same bp staff are absolutely brilliant helpful cheerful hard working always have a smile and chat. Had great selection although wished they’d re introduce garlic coriander prawns 🤗 well done BP sixfrields Northampton,2020-10-11 14:18:47,
